REF_AREA;Reference area (TR);FREQ;Frequency of observation (A);INDICATOR;Statistical indicator (NG_ADNKS);IKAMET_YERI;Place of residence (_T);ADNKS_GOSTERGE;ADNKS Indicator (NUFUS);Time period (TIME_PERIOD);Observation;OBS_STATUS;Observation status;TIME_FORMAT;Time format;DECIMAL;Decimals;UNIT_MEASURE;Unit of measure;UNIT_MULT;Unit multiplier
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR321;Aydın;NUFUS;Population;2018;1097746;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR321;Aydın;NUFUS;Population;2019;1110972;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR321;Aydın;NUFUS;Population;2020;1119084;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR321;Aydın;NUFUS;Population;2021;1134031;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR321;Aydın;NUFUS;Population;2022;1148241;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR321;Aydın;NUFUS;Population;2023;1161702;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR321;Aydın;NUFUS;Population;2024;1165943;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR321;Aydın;NUFUS;Population;2025;1172107;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR322;Denizli;NUFUS;Population;2007;907325;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR322;Denizli;NUFUS;Population;2008;917836;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR322;Denizli;NUFUS;Population;2009;926362;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR322;Denizli;NUFUS;Population;2010;931823;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR322;Denizli;NUFUS;Population;2011;942278;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR322;Denizli;NUFUS;Population;2012;950557;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR322;Denizli;NUFUS;Population;2013;963464;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR322;Denizli;NUFUS;Population;2014;978700;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR322;Denizli;NUFUS;Population;2015;993442;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR322;Denizli;NUFUS;Population;2016;1005687;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR322;Denizli;NUFUS;Population;2017;1018735;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR322;Denizli;NUFUS;Population;2018;1027782;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR322;Denizli;NUFUS;Population;2019;1037208;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR322;Denizli;NUFUS;Population;2020;1040915;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR322;Denizli;NUFUS;Population;2021;1051056;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR322;Denizli;NUFUS;Population;2022;1056332;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR322;Denizli;NUFUS;Population;2023;1059082;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR322;Denizli;NUFUS;Population;2024;1061371;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR322;Denizli;NUFUS;Population;2025;1060975;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR323;Muğla;NUFUS;Population;2007;766156;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR323;Muğla;NUFUS;Population;2008;791424;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR323;Muğla;NUFUS;Population;2009;802381;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR323;Muğla;NUFUS;Population;2010;817503;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR323;Muğla;NUFUS;Population;2011;838324;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR323;Muğla;NUFUS;Population;2012;851145;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR323;Muğla;NUFUS;Population;2013;866665;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR323;Muğla;NUFUS;Population;2014;894509;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR323;Muğla;NUFUS;Population;2015;908877;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR323;Muğla;NUFUS;Population;2016;923773;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR323;Muğla;NUFUS;Population;2017;938751;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR323;Muğla;NUFUS;Population;2018;967487;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR323;Muğla;NUFUS;Population;2019;983142;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR323;Muğla;NUFUS;Population;2020;1000773;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR323;Muğla;NUFUS;Population;2021;1021141;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR323;Muğla;NUFUS;Population;2022;1048185;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR323;Muğla;NUFUS;Population;2023;1066736;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR323;Muğla;NUFUS;Population;2024;1081867;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR323;Muğla;NUFUS;Population;2025;1099547;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR332;Afyonkarahisar;NUFUS;Population;2007;701572;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR332;Afyonkarahisar;NUFUS;Population;2008;697365;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR332;Afyonkarahisar;NUFUS;Population;2009;701326;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR332;Afyonkarahisar;NUFUS;Population;2010;697559;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR332;Afyonkarahisar;NUFUS;Population;2011;698626;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR332;Afyonkarahisar;NUFUS;Population;2012;703948;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR332;Afyonkarahisar;NUFUS;Population;2013;707123;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR332;Afyonkarahisar;NUFUS;Population;2014;706371;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR332;Afyonkarahisar;NUFUS;Population;2015;709015;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR332;Afyonkarahisar;NUFUS;Population;2016;714523;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR332;Afyonkarahisar;NUFUS;Population;2017;715693;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR332;Afyonkarahisar;NUFUS;Population;2018;725568;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR332;Afyonkarahisar;NUFUS;Population;2019;729483;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR332;Afyonkarahisar;NUFUS;Population;2020;736912;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR332;Afyonkarahisar;NUFUS;Population;2021;744179;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR332;Afyonkarahisar;NUFUS;Population;2022;747555;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR332;Afyonkarahisar;NUFUS;Population;2023;751344;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR332;Afyonkarahisar;NUFUS;Population;2024;750193;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR332;Afyonkarahisar;NUFUS;Population;2025;751808;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR333;Kütahya;NUFUS;Population;2007;583910;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR333;Kütahya;NUFUS;Population;2008;565884;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR333;Kütahya;NUFUS;Population;2009;571804;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR333;Kütahya;NUFUS;Population;2010;590496;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR333;Kütahya;NUFUS;Population;2011;564264;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR333;Kütahya;NUFUS;Population;2012;573421;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR333;Kütahya;NUFUS;Population;2013;572059;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR333;Kütahya;NUFUS;Population;2014;571554;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR333;Kütahya;NUFUS;Population;2015;571463;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR333;Kütahya;NUFUS;Population;2016;573642;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR333;Kütahya;NUFUS;Population;2017;572256;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR333;Kütahya;NUFUS;Population;2018;577941;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR333;Kütahya;NUFUS;Population;2019;579257;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR333;Kütahya;NUFUS;Population;2020;576688;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR333;Kütahya;NUFUS;Population;2021;578640;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR333;Kütahya;NUFUS;Population;2022;580701;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR333;Kütahya;NUFUS;Population;2023;575674;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR333;Kütahya;NUFUS;Population;2024;571078;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR333;Kütahya;NUFUS;Population;2025;570478;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR331;Manisa;NUFUS;Population;2007;1319920;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR331;Manisa;NUFUS;Population;2008;1316750;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR331;Manisa;NUFUS;Population;2009;1331957;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR331;Manisa;NUFUS;Population;2010;1379484;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR331;Manisa;NUFUS;Population;2011;1340074;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR331;Manisa;NUFUS;Population;2012;1346162;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR331;Manisa;NUFUS;Population;2013;1359463;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR331;Manisa;NUFUS;Population;2014;1367905;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR331;Manisa;NUFUS;Population;2015;1380366;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR331;Manisa;NUFUS;Population;2016;1396945;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR331;Manisa;NUFUS;Population;2017;1413041;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR331;Manisa;NUFUS;Population;2018;1429643;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR331;Manisa;NUFUS;Population;2019;1440611;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR331;Manisa;NUFUS;Population;2020;1450616;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR331;Manisa;NUFUS;Population;2021;1456626;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR331;Manisa;NUFUS;Population;2022;1468279;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR331;Manisa;NUFUS;Population;2023;1475716;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR331;Manisa;NUFUS;Population;2024;1475353;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR331;Manisa;NUFUS;Population;2025;1477756;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR334;Uşak;NUFUS;Population;2007;334115;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR334;Uşak;NUFUS;Population;2008;334111;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR334;Uşak;NUFUS;Population;2009;335860;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR334;Uşak;NUFUS;Population;2010;338019;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR334;Uşak;NUFUS;Population;2011;339731;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR334;Uşak;NUFUS;Population;2012;342269;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR334;Uşak;NUFUS;Population;2013;346508;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR334;Uşak;NUFUS;Population;2014;349459;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR334;Uşak;NUFUS;Population;2015;353048;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR334;Uşak;NUFUS;Population;2016;358736;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR334;Uşak;NUFUS;Population;2017;364971;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR334;Uşak;NUFUS;Population;2018;367514;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR334;Uşak;NUFUS;Population;2019;370509;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR334;Uşak;NUFUS;Population;2020;369433;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR334;Uşak;NUFUS;Population;2021;373183;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR334;Uşak;NUFUS;Population;2022;375454;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR334;Uşak;NUFUS;Population;2023;377001;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR334;Uşak;NUFUS;Population;2024;375310;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR334;Uşak;NUFUS;Population;2025;374405;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR413;Bilecik;NUFUS;Population;2007;203777;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR413;Bilecik;NUFUS;Population;2008;193169;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR413;Bilecik;NUFUS;Population;2009;202061;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR413;Bilecik;NUFUS;Population;2010;225381;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR413;Bilecik;NUFUS;Population;2011;203849;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR413;Bilecik;NUFUS;Population;2012;204116;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR413;Bilecik;NUFUS;Population;2013;208888;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR413;Bilecik;NUFUS;Population;2014;209925;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR413;Bilecik;NUFUS;Population;2015;212361;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR413;Bilecik;NUFUS;Population;2016;218297;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR413;Bilecik;NUFUS;Population;2017;221693;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR413;Bilecik;NUFUS;Population;2018;223448;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR413;Bilecik;NUFUS;Population;2019;219427;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR413;Bilecik;NUFUS;Population;2020;218717;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR413;Bilecik;NUFUS;Population;2021;228334;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR413;Bilecik;NUFUS;Population;2022;228673;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR413;Bilecik;NUFUS;Population;2023;228058;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR413;Bilecik;NUFUS;Population;2024;228495;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR413;Bilecik;NUFUS;Population;2025;228995;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR411;Bursa;NUFUS;Population;2007;2439876;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR411;Bursa;NUFUS;Population;2008;2507963;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR411;Bursa;NUFUS;Population;2009;2550645;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR411;Bursa;NUFUS;Population;2010;2605495;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR411;Bursa;NUFUS;Population;2011;2652126;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR411;Bursa;NUFUS;Population;2012;2688171;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR411;Bursa;NUFUS;Population;2013;2740970;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR411;Bursa;NUFUS;Population;2014;2787539;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR411;Bursa;NUFUS;Population;2015;2842547;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR411;Bursa;NUFUS;Population;2016;2901396;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR411;Bursa;NUFUS;Population;2017;2936803;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR411;Bursa;NUFUS;Population;2018;2994521;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR411;Bursa;NUFUS;Population;2019;3056120;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR411;Bursa;NUFUS;Population;2020;3101833;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR411;Bursa;NUFUS;Population;2021;3147818;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR411;Bursa;NUFUS;Population;2022;3194720;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR411;Bursa;NUFUS;Population;2023;3214571;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR411;Bursa;NUFUS;Population;2024;3238618;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR411;Bursa;NUFUS;Population;2025;3263011;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR412;Eskişehir;NUFUS;Population;2007;724849;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR412;Eskişehir;NUFUS;Population;2008;741739;;;;;;;;;;
